Year,State,Type of Producer,Energy Source,Megawatthours
2012,FL,"Electric Generators, Electric Utilities",Other Biomass,84512.0
2012,GA,Total Electric Power Industry,Total,122306364.0
2012,GA,Total Electric Power Industry,Coal,40715049.0
2012,GA,Total Electric Power Industry,Pumped Storage,-837884.0
2012,GA,Total Electric Power Industry,Hydroelectric Conventional,2236300.0
2012,GA,Total Electric Power Industry,Natural Gas,42538601.0
2012,GA,Total Electric Power Industry,Nuclear,33941634.0
2012,GA,Total Electric Power Industry,Other,56055.0
2012,GA,Total Electric Power Industry,Petroleum,378072.0
2012,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,2921.0
2012,GA,Total Electric Power Industry,Other Biomass,168122.0
2012,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,3107494.0
2012,GA,"Combined Heat and Power, Industrial Power",Total,4768818.0
2012,GA,"Combined Heat and Power, Industrial Power",Coal,517673.0
2012,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,18610.0
2012,GA,"Combined Heat and Power, Industrial Power",Natural Gas,798653.0
2012,GA,"Combined Heat and Power, Industrial Power",Other,56055.0
2012,GA,"Combined Heat and Power, Industrial Power",Petroleum,347666.0
2012,GA,"Combined Heat and Power, Industrial Power",Other Biomass,48092.0
2012,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2982070.0
2012,GA,"Combined Heat and Power, Commercial Power",Total,30845.0
2012,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0.0
2012,GA,"Combined Heat and Power, Commercial Power",Petroleum,1388.0
2012,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1547.0
2012,GA,"Combined Heat and Power, Commercial Power",Other Biomass,27910.0
2012,GA,"Combined Heat and Power, Electric Power",Total,380258.0
2012,GA,"Combined Heat and Power, Electric Power",Natural Gas,380236.0
2012,GA,"Combined Heat and Power, Electric Power",Petroleum,22.0
2012,GA,"Electric Generators, Independent Power Producers",Total,16131407.0
2012,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5880.0
2012,GA,"Electric Generators, Independent Power Producers",Natural Gas,15905078.0
2012,GA,"Electric Generators, Independent Power Producers",Petroleum,1531.0
2012,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,1374.0
2012,GA,"Electric Generators, Independent Power Producers",Other Biomass,92120.0
2012,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,125424.0
2012,GA,"Electric Generators, Electric Utilities",Total,100995036.0
2012,GA,"Electric Generators, Electric Utilities",Coal,40197376.0
2012,GA,"Electric Generators, Electric Utilities",Pumped Storage,-837884.0
2012,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2211810.0
2012,GA,"Electric Generators, Electric Utilities",Natural Gas,25454634.0
2012,GA,"Electric Generators, Electric Utilities",Nuclear,33941634.0
2012,GA,"Electric Generators, Electric Utilities",Petroleum,27466.0
2012,GA,"Electric Generators, Electric Utilities",Other Biomass,0.0
2012,HI,Total Electric Power Industry,Total,10469269.0
2012,HI,Total Electric Power Industry,Coal,1537340.0
2012,HI,Total Electric Power Industry,Geothermal,260997.0
2012,HI,Total Electric Power Industry,Hydroelectric Conventional,114581.0
2012,HI,Total Electric Power Industry,Other Gases,47036.0
2012,HI,Total Electric Power Industry,Other,362736.0
2012,HI,Total Electric Power Industry,Petroleum,7482760.0
2012,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,4608.0
2012,HI,Total Electric Power Industry,Other Biomass,280976.0
2012,HI,Total Electric Power Industry,Wind,378234.0
2012,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2012,HI,"Combined Heat and Power, Industrial Power",Total,426224.0
2012,HI,"Combined Heat and Power, Industrial Power",Coal,39821.0
2012,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,58708.0
2012,HI,"Combined Heat and Power, Industrial Power",Other Gases,47036.0
2012,HI,"Combined Heat and Power, Industrial Power",Petroleum,174172.0
2012,HI,"Combined Heat and Power, Industrial Power",Other Biomass,106486.0
2012,HI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2012,HI,"Combined Heat and Power, Commercial Power",Total,301196.0
2012,HI,"Combined Heat and Power, Commercial Power",Other,146888.0
2012,HI,"Combined Heat and Power, Commercial Power",Petroleum,1431.0
2012,HI,"Combined Heat and Power, Commercial Power",Other Biomass,152877.0
2012,HI,"Combined Heat and Power, Electric Power",Total,2826474.0
2012,HI,"Combined Heat and Power, Electric Power",Coal,1497519.0
2012,HI,"Combined Heat and Power, Electric Power",Other,42.0
2012,HI,"Combined Heat and Power, Electric Power",Petroleum,1328912.0
2012,HI,"Electric Generators, Independent Power Producers",Total,902627.0
2012,HI,"Electric Generators, Independent Power Producers",Geothermal,260997.0
2012,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,26933.0
2012,HI,"Electric Generators, Independent Power Producers",Other,0.0
2012,HI,"Electric Generators, Independent Power Producers",Petroleum,231855.0
2012,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4608.0
2012,HI,"Electric Generators, Independent Power Producers",Wind,378234.0
2012,HI,"Electric Generators, Electric Utilities",Total,6012748.0
2012,HI,"Electric Generators, Electric Utilities",Coal,0.0
2012,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,28940.0
2012,HI,"Electric Generators, Electric Utilities",Other,215805.0
2012,HI,"Electric Generators, Electric Utilities",Petroleum,5746390.0
2012,HI,"Electric Generators, Electric Utilities",Other Biomass,21613.0
2012,IA,Total Electric Power Industry,Total,56675406.0
2012,IA,Total Electric Power Industry,Coal,35331351.0
2012,IA,Total Electric Power Industry,Hydroelectric Conventional,766191.0
2012,IA,Total Electric Power Industry,Natural Gas,1940886.0
2012,IA,Total Electric Power Industry,Nuclear,4346995.0
2012,IA,Total Electric Power Industry,Petroleum,106557.0
2012,IA,Total Electric Power Industry,Other Biomass,150934.0
2012,IA,Total Electric Power Industry,Wind,14032492.0
2012,IA,"Combined Heat and Power, Industrial Power",Total,2067024.0
2012,IA,"Combined Heat and Power, Industrial Power",Coal,1992839.0
2012,IA,"Combined Heat and Power, Industrial Power",Natural Gas,61786.0
2012,IA,"Combined Heat and Power, Industrial Power",Petroleum,242.0
2012,IA,"Combined Heat and Power, Industrial Power",Other Biomass,12157.0
2012,IA,"Combined Heat and Power, Commercial Power",Total,204177.0
2012,IA,"Combined Heat and Power, Commercial Power",Coal,159235.0
2012,IA,"Combined Heat and Power, Commercial Power",Natural Gas,10923.0
2012,IA,"Combined Heat and Power, Commercial Power",Petroleum,5702.0
2012,IA,"Combined Heat and Power, Commercial Power",Other Biomass,25389.0
2012,IA,"Combined Heat and Power, Commercial Power",Wind,2928.0
2012,IA,"Electric Generators, Independent Power Producers",Total,11018269.0
2012,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5591.0
2012,IA,"Electric Generators, Independent Power Producers",Natural Gas,73.0
2012,IA,"Electric Generators, Independent Power Producers",Nuclear,4346995.0
2012,IA,"Electric Generators, Independent Power Producers",Petroleum,1531.0
2012,IA,"Electric Generators, Independent Power Producers",Other Biomass,86365.0
2012,IA,"Electric Generators, Independent Power Producers",Wind,6577714.0
2012,IA,"Electric Generators, Electric Utilities",Total,43385935.0
2012,IA,"Electric Generators, Electric Utilities",Coal,33179277.0
2012,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,760600.0
2012,IA,"Electric Generators, Electric Utilities",Natural Gas,1868104.0
2012,IA,"Electric Generators, Electric Utilities",Petroleum,99082.0
2012,IA,"Electric Generators, Electric Utilities",Other Biomass,27022.0
2012,IA,"Electric Generators, Electric Utilities",Wind,7451850.0
2012,ID,Total Electric Power Industry,Total,15499089.0
2012,ID,Total Electric Power Industry,Coal,76737.0
2012,ID,Total Electric Power Industry,Geothermal,74676.0
2012,ID,Total Electric Power Industry,Hydroelectric Conventional,10940405.0
2012,ID,Total Electric Power Industry,Natural Gas,1898167.0
2012,ID,Total Electric Power Industry,Other,69259.0
2012,ID,Total Electric Power Industry,Petroleum,19.0
2012,ID,Total Electric Power Industry,Other Biomass,89686.0
2012,ID,Total Electric Power Industry,Wind,1890559.0
2012,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,459581.0
2012,ID,"Combined Heat and Power, Industrial Power",Total,591802.0
2012,ID,"Combined Heat and Power, Industrial Power",Coal,76737.0
2012,ID,"Combined Heat and Power, Industrial Power",Natural Gas,49101.0
2012,ID,"Combined Heat and Power, Industrial Power",Other,69259.0
2012,ID,"Combined Heat and Power, Industrial Power",Petroleum,0.0
2012,ID,"Combined Heat and Power, Industrial Power",Other Biomass,8511.0
2012,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,388194.0
2012,ID,"Combined Heat and Power, Electric Power",Total,165579.0
2012,ID,"Combined Heat and Power, Electric Power",Natural Gas,76510.0
2012,ID,"Combined Heat and Power, Electric Power",Other Biomass,17682.0
2012,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,71387.0
2012,ID,"Electric Generators, Independent Power Producers",Total,4108585.0
2012,ID,"Electric Generators, Independent Power Producers",Geothermal,74676.0
2012,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,935218.0
2012,ID,"Electric Generators, Independent Power Producers",Natural Gas,1214659.0
2012,ID,"Electric Generators, Independent Power Producers",Other Biomass,53717.0
2012,ID,"Electric Generators, Independent Power Producers",Wind,1830315.0
2012,ID,"Electric Generators, Electric Utilities",Total,10633123.0
2012,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,10005187.0
2012,ID,"Electric Generators, Electric Utilities",Natural Gas,557897.0
2012,ID,"Electric Generators, Electric Utilities",Petroleum,19.0
2012,ID,"Electric Generators, Electric Utilities",Other Biomass,9776.0
2012,ID,"Electric Generators, Electric Utilities",Wind,60244.0
2012,IL,Total Electric Power Industry,Total,197565362.0
2012,IL,Total Electric Power Industry,Coal,80826778.0
2012,IL,Total Electric Power Industry,Hydroelectric Conventional,111208.0
2012,IL,Total Electric Power Industry,Natural Gas,11188975.0
2012,IL,Total Electric Power Industry,Nuclear,96401309.0
2012,IL,Total Electric Power Industry,Other Gases,293590.0
2012,IL,Total Electric Power Industry,Other,299461.0
2012,IL,Total Electric Power Industry,Petroleum,71382.0
2012,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,30657.0
2012,IL,Total Electric Power Industry,Other Biomass,615193.0
2012,IL,Total Electric Power Industry,Wind,7726809.0
2012,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2012,IL,"Combined Heat and Power, Industrial Power",Total,2628051.0
2012,IL,"Combined Heat and Power, Industrial Power",Coal,1734083.0
2012,IL,"Combined Heat and Power, Industrial Power",Natural Gas,308748.0
2012,IL,"Combined Heat and Power, Industrial Power",Other Gases,285752.0
2012,IL,"Combined Heat and Power, Industrial Power",Other,299461.0
2012,IL,"Combined Heat and Power, Industrial Power",Petroleum,6.0
2012,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2012,IL,"Combined Heat and Power, Commercial Power",Total,491623.0
2012,IL,"Combined Heat and Power, Commercial Power",Coal,51957.0
2012,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,1879.0
2012,IL,"Combined Heat and Power, Commercial Power",Natural Gas,437290.0
2012,IL,"Combined Heat and Power, Commercial Power",Petroleum,214.0
2012,IL,"Combined Heat and Power, Commercial Power",Other Biomass,282.0
2012,IL,"Combined Heat and Power, Electric Power",Total,627657.0
2012,IL,"Combined Heat and Power, Electric Power",Natural Gas,619783.0
2012,IL,"Combined Heat and Power, Electric Power",Other Gases,7838.0
2012,IL,"Combined Heat and Power, Electric Power",Petroleum,0.0
2012,IL,"Combined Heat and Power, Electric Power",Other Biomass,36.0
2012,IL,"Electric Generators, Independent Power Producers",Total,181393636.0
2012,IL,"Electric Generators, Independent Power Producers",Coal,68154172.0
2012,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,59481.0
2012,IL,"Electric Generators, Independent Power Producers",Natural Gas,8373497.0
2012,IL,"Electric Generators, Independent Power Producers",Nuclear,96401309.0
2012,IL,"Electric Generators, Independent Power Producers",Other,0.0
2012,IL,"Electric Generators, Independent Power Producers",Petroleum,47080.0
2012,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,30657.0
2012,IL,"Electric Generators, Independent Power Producers",Other Biomass,614875.0
2012,IL,"Electric Generators, Independent Power Producers",Wind,7712565.0
2012,IL,"Electric Generators, Electric Utilities",Total,12424396.0
2012,IL,"Electric Generators, Electric Utilities",Coal,10886565.0
2012,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,49848.0
2012,IL,"Electric Generators, Electric Utilities",Natural Gas,1449657.0
2012,IL,"Electric Generators, Electric Utilities",Petroleum,24082.0
2012,IL,"Electric Generators, Electric Utilities",Wind,14244.0
2012,IN,Total Electric Power Industry,Total,114695729.0
2012,IN,Total Electric Power Industry,Coal,92461192.0
2012,IN,Total Electric Power Industry,Hydroelectric Conventional,433505.0
2012,IN,Total Electric Power Industry,Natural Gas,14470905.0
2012,IN,Total Electric Power Industry,Other Gases,2491425.0
2012,IN,Total Electric Power Industry,Other,346570.0
2012,IN,Total Electric Power Industry,Petroleum,945765.0
2012,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,171.0
2012,IN,Total Electric Power Industry,Other Biomass,336092.0
2012,IN,Total Electric Power Industry,Wind,3210104.0
2012,IN,"Combined Heat and Power, Industrial Power",Total,3261193.0
2012,IN,"Combined Heat and Power, Industrial Power",Coal,48630.0
2012,IN,"Combined Heat and Power, Industrial Power",Natural Gas,416911.0
2012,IN,"Combined Heat and Power, Industrial Power",Other Gases,2491425.0
2012,IN,"Combined Heat and Power, Industrial Power",Other,268855.0
2012,IN,"Combined Heat and Power, Industrial Power",Petroleum,6322.0
2012,IN,"Combined Heat and Power, Industrial Power",Other Biomass,29050.0
2012,IN,"Combined Heat and Power, Commercial Power",Total,232306.0
2012,IN,"Combined Heat and Power, Commercial Power",Coal,133113.0
2012,IN,"Combined Heat and Power, Commercial Power",Natural Gas,56122.0
2012,IN,"Combined Heat and Power, Commercial Power",Other,20341.0
2012,IN,"Combined Heat and Power, Commercial Power",Petroleum,368.0
2012,IN,"Combined Heat and Power, Commercial Power",Other Biomass,21172.0
2012,IN,"Combined Heat and Power, Commercial Power",Wind,1192.0
2012,IN,"Combined Heat and Power, Electric Power",Total,7527422.0
2012,IN,"Combined Heat and Power, Electric Power",Coal,5218650.0
2012,IN,"Combined Heat and Power, Electric Power",Natural Gas,2308769.0
2012,IN,"Combined Heat and Power, Electric Power",Petroleum,2.0
2012,IN,"Electric Generators, Independent Power Producers",Total,3994124.0
2012,IN,"Electric Generators, Independent Power Producers",Coal,528341.0
2012,IN,"Electric Generators, Independent Power Producers",Natural Gas,256700.0
2012,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,171.0
2012,IN,"Electric Generators, Independent Power Producers",Wind,3208912.0
2012,IN,"Electric Generators, Electric Utilities",Total,99680685.0
2012,IN,"Electric Generators, Electric Utilities",Coal,86532458.0
2012,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,433505.0
2012,IN,"Electric Generators, Electric Utilities",Natural Gas,11432403.0
2012,IN,"Electric Generators, Electric Utilities",Other,57375.0
2012,IN,"Electric Generators, Electric Utilities",Petroleum,939073.0
2012,IN,"Electric Generators, Electric Utilities",Other Biomass,285871.0
2012,KS,Total Electric Power Industry,Total,44424691.0
2012,KS,Total Electric Power Industry,Coal,27982531.0
2012,KS,Total Electric Power Industry,Hydroelectric Conventional,10399.0
2012,KS,Total Electric Power Industry,Natural Gas,2859812.0
2012,KS,Total Electric Power Industry,Nuclear,8284924.0
2012,KS,Total Electric Power Industry,Petroleum,34371.0
2012,KS,Total Electric Power Industry,Other Biomass,57347.0
2012,KS,Total Electric Power Industry,Wind,5195306.0
2012,KS,"Combined Heat and Power, Industrial Power",Total,64534.0
2012,KS,"Combined Heat and Power, Industrial Power",Natural Gas,64534.0
2012,KS,"Electric Generators, Independent Power Producers",Total,4411011.0
2012,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,10399.0
2012,KS,"Electric Generators, Independent Power Producers",Other Biomass,57347.0
2012,KS,"Electric Generators, Independent Power Producers",Wind,4343265.0
2012,KS,"Electric Generators, Electric Utilities",Total,39949146.0
2012,KS,"Electric Generators, Electric Utilities",Coal,27982531.0
2012,KS,"Electric Generators, Electric Utilities",Natural Gas,2795278.0
2012,KS,"Electric Generators, Electric Utilities",Nuclear,8284924.0
2012,KS,"Electric Generators, Electric Utilities",Petroleum,34371.0
2012,KS,"Electric Generators, Electric Utilities",Other Biomass,0.0
2012,KS,"Electric Generators, Electric Utilities",Wind,852041.0
2012,KY,Total Electric Power Industry,Total,89949689.0
2012,KY,Total Electric Power Industry,Coal,82761668.0
2012,KY,Total Electric Power Industry,Hydroelectric Conventional,2361782.0
2012,KY,Total Electric Power Industry,Natural Gas,2948662.0
2012,KY,Total Electric Power Industry,Other,8075.0
2012,KY,Total Electric Power Industry,Petroleum,1536621.0
2012,KY,Total Electric Power Industry,Other Biomass,96336.0
2012,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,236543.0
2012,KY,"Combined Heat and Power, Industrial Power",Total,468277.0
2012,KY,"Combined Heat and Power, Industrial Power",Natural Gas,230639.0
2012,KY,"Combined Heat and Power, Industrial Power",Other Biomass,1094.0
2012,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,236543.0
2012,KY,"Electric Generators, Independent Power Producers",Total,325782.0
2012,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8306.0
2012,KY,"Electric Generators, Independent Power Producers",Natural Gas,317476.0
2012,KY,"Electric Generators, Electric Utilities",Total,89155630.0
2012,KY,"Electric Generators, Electric Utilities",Coal,82761668.0
2012,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2353476.0
2012,KY,"Electric Generators, Electric Utilities",Natural Gas,2400547.0
2012,KY,"Electric Generators, Electric Utilities",Other,8075.0
2012,KY,"Electric Generators, Electric Utilities",Petroleum,1536621.0
2012,KY,"Electric Generators, Electric Utilities",Other Biomass,95242.0
2012,LA,Total Electric Power Industry,Total,103407706.0
2012,LA,Total Electric Power Industry,Coal,21421869.0
2012,LA,Total Electric Power Industry,Hydroelectric Conventional,679944.0
2012,LA,Total Electric Power Industry,Natural Gas,58563756.0
2012,LA,Total Electric Power Industry,Nuclear,15659132.0
2012,LA,Total Electric Power Industry,Other Gases,1247401.0
2012,LA,Total Electric Power Industry,Other,375714.0
2012,LA,Total Electric Power Industry,Petroleum,3029848.0
2012,LA,Total Electric Power Industry,Other Biomass,63762.0
2012,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2366281.0
2012,LA,"Combined Heat and Power, Industrial Power",Total,27989972.0
2012,LA,"Combined Heat and Power, Industrial Power",Coal,440.0
2012,LA,"Combined Heat and Power, Industrial Power",Natural Gas,23951785.0
2012,LA,"Combined Heat and Power, Industrial Power",Other Gases,981514.0
2012,LA,"Combined Heat and Power, Industrial Power",Other,375714.0
2012,LA,"Combined Heat and Power, Industrial Power",Petroleum,310163.0
2012,LA,"Combined Heat and Power, Industrial Power",Other Biomass,4075.0
2012,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2366281.0
2012,LA,"Combined Heat and Power, Commercial Power",Total,45015.0
2012,LA,"Combined Heat and Power, Commercial Power",Natural Gas,45015.0
2012,LA,"Combined Heat and Power, Electric Power",Total,5848697.0
2012,LA,"Combined Heat and Power, Electric Power",Natural Gas,5582810.0
2012,LA,"Combined Heat and Power, Electric Power",Other Gases,265887.0
2012,LA,"Combined Heat and Power, Electric Power",Petroleum,0.0
2012,LA,"Electric Generators, Independent Power Producers",Total,17475854.0
2012,LA,"Electric Generators, Independent Power Producers",Coal,10258152.0
2012,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,679944.0
2012,LA,"Electric Generators, Independent Power Producers",Natural Gas,6459215.0
2012,LA,"Electric Generators, Independent Power Producers",Petroleum,18857.0
2012,LA,"Electric Generators, Independent Power Producers",Other Biomass,59686.0
2012,LA,"Electric Generators, Electric Utilities",Total,52048167.0
2012,LA,"Electric Generators, Electric Utilities",Coal,11163277.0
2012,LA,"Electric Generators, Electric Utilities",Natural Gas,22524931.0
2012,LA,"Electric Generators, Electric Utilities",Nuclear,15659132.0
2012,LA,"Electric Generators, Electric Utilities",Petroleum,2700828.0
2012,MA,Total Electric Power Industry,Total,35578421.0
2012,MA,Total Electric Power Industry,Coal,2136922.0
2012,MA,Total Electric Power Industry,Pumped Storage,-307545.0
2012,MA,Total Electric Power Industry,Hydroelectric Conventional,912482.0
2012,MA,Total Electric Power Industry,Natural Gas,24672381.0
2012,MA,Total Electric Power Industry,Nuclear,5859540.0
2012,MA,Total Electric Power Industry,Other,877309.0
2012,MA,Total Electric Power Industry,Petroleum,150398.0
2012,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,29614.0
2012,MA,Total Electric Power Industry,Other Biomass,1056204.0
2012,MA,Total Electric Power Industry,Wind,89673.0
2012,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,101444.0
2012,MA,"Combined Heat and Power, Industrial Power",Total,196993.0
2012,MA,"Combined Heat and Power, Industrial Power",Coal,26926.0
2012,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,4040.0
2012,MA,"Combined Heat and Power, Industrial Power",Natural Gas,165522.0
2012,MA,"Combined Heat and Power, Industrial Power",Petroleum,505.0
2012,MA,"Combined Heat and Power, Commercial Power",Total,469212.0
2012,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,5341.0
2012,MA,"Combined Heat and Power, Commercial Power",Natural Gas,416358.0
2012,MA,"Combined Heat and Power, Commercial Power",Petroleum,36502.0
2012,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,879.0
2012,MA,"Combined Heat and Power, Commercial Power",Other Biomass,881.0
2012,MA,"Combined Heat and Power, Commercial Power",Wind,9250.0
2012,MA,"Combined Heat and Power, Electric Power",Total,2911534.0
2012,MA,"Combined Heat and Power, Electric Power",Natural Gas,2890121.0
2012,MA,"Combined Heat and Power, Electric Power",Petroleum,21413.0
2012,MA,"Electric Generators, Independent Power Producers",Total,31409340.0
2012,MA,"Electric Generators, Independent Power Producers",Coal,2109996.0
2012,MA,"Electric Generators, Independent Power Producers",Pumped Storage,-307545.0
2012,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,673300.0
2012,MA,"Electric Generators, Independent Power Producers",Natural Gas,20922080.0
2012,MA,"Electric Generators, Independent Power Producers",Nuclear,5859540.0
2012,MA,"Electric Generators, Independent Power Producers",Other,877309.0
2012,MA,"Electric Generators, Independent Power Producers",Petroleum,76830.0
2012,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,19655.0
2012,MA,"Electric Generators, Independent Power Producers",Other Biomass,1055323.0
2012,MA,"Electric Generators, Independent Power Producers",Wind,21408.0
2012,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,101444.0
2012,MA,"Electric Generators, Electric Utilities",Total,591343.0
2012,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,229801.0
2012,MA,"Electric Generators, Electric Utilities",Natural Gas,278299.0
2012,MA,"Electric Generators, Electric Utilities",Petroleum,15148.0
2012,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9080.0
2012,MA,"Electric Generators, Electric Utilities",Wind,59015.0
2012,MD,Total Electric Power Industry,Total,37809744.0
2012,MD,Total Electric Power Industry,Coal,16184773.0
2012,MD,Total Electric Power Industry,Hydroelectric Conventional,1656539.0
2012,MD,Total Electric Power Industry,Natural Gas,4944895.0
2012,MD,Total Electric Power Industry,Nuclear,13579266.0
2012,MD,Total Electric Power Industry,Other Gases,112314.0
2012,MD,Total Electric Power Industry,Other,296499.0
2012,MD,Total Electric Power Industry,Petroleum,137305.0
2012,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,22473.0
2012,MD,Total Electric Power Industry,Other Biomass,395039.0
2012,MD,Total Electric Power Industry,Wind,321687.0
2012,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,158953.0
2012,MD,"Combined Heat and Power, Industrial Power",Total,544635.0
2012,MD,"Combined Heat and Power, Industrial Power",Coal,169477.0
2012,MD,"Combined Heat and Power, Industrial Power",Natural Gas,114067.0
2012,MD,"Combined Heat and Power, Industrial Power",Other Gases,112314.0
2012,MD,"Combined Heat and Power, Industrial Power",Petroleum,7668.0
2012,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,141109.0
2012,MD,"Combined Heat and Power, Commercial Power",Total,235266.0
2012,MD,"Combined Heat and Power, Commercial Power",Coal,9850.0
2012,MD,"Combined Heat and Power, Commercial Power",Natural Gas,172345.0
2012,MD,"Combined Heat and Power, Commercial Power",Other,742.0
2012,MD,"Combined Heat and Power, Commercial Power",Petroleum,15883.0
2012,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1364.0
2012,MD,"Combined Heat and Power, Commercial Power",Other Biomass,17238.0
2012,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,17844.0
2012,MD,"Combined Heat and Power, Electric Power",Total,1846834.0
2012,MD,"Combined Heat and Power, Electric Power",Coal,1312666.0
2012,MD,"Combined Heat and Power, Electric Power",Natural Gas,232109.0
2012,MD,"Combined Heat and Power, Electric Power",Other,146915.0
2012,MD,"Combined Heat and Power, Electric Power",Petroleum,2228.0
2012,MD,"Combined Heat and Power, Electric Power",Other Biomass,152916.0
2012,MD,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0.0
2012,MD,"Electric Generators, Independent Power Producers",Total,35174054.0
2012,MD,"Electric Generators, Independent Power Producers",Coal,14692780.0
2012,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1656539.0
2012,MD,"Electric Generators, Independent Power Producers",Natural Gas,4426374.0
2012,MD,"Electric Generators, Independent Power Producers",Nuclear,13579266.0
2012,MD,"Electric Generators, Independent Power Producers",Other,148841.0
2012,MD,"Electric Generators, Independent Power Producers",Petroleum,105681.0
2012,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,18000.0
2012,MD,"Electric Generators, Independent Power Producers",Other Biomass,224886.0
2012,MD,"Electric Generators, Independent Power Producers",Wind,321687.0
2012,MD,"Electric Generators, Electric Utilities",Total,8955.0
2012,MD,"Electric Generators, Electric Utilities",Natural Gas,0.0
2012,MD,"Electric Generators, Electric Utilities",Petroleum,5846.0
2012,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3109.0
2012,MD,"Electric Generators, Electric Utilities",Other Biomass,0.0
2012,ME,Total Electric Power Industry,Total,15048296.0
2012,ME,Total Electric Power Industry,Coal,45258.0
2012,ME,Total Electric Power Industry,Hydroelectric Conventional,3732604.0
2012,ME,Total Electric Power Industry,Natural Gas,6043695.0
2012,ME,Total Electric Power Industry,Other,453598.0
2012,ME,Total Electric Power Industry,Petroleum,107861.0
2012,ME,Total Electric Power Industry,Other Biomass,275864.0
2012,ME,Total Electric Power Industry,Wind,886918.0
2012,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,3502497.0
2012,ME,"Combined Heat and Power, Industrial Power",Total,4654404.0
2012,ME,"Combined Heat and Power, Industrial Power",Coal,14866.0
2012,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,412290.0
2012,ME,"Combined Heat and Power, Industrial Power",Natural Gas,1960480.0
2012,ME,"Combined Heat and Power, Industrial Power",Other,121073.0
